Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,1174.69335279197,1284.78955163116,1374.46863904263,1499.96429276161,1845.56002256569,786.029722224484,934.059351279106,870.655092885908,786.38238225693,957.960092729778,992.238964207372,1349.81323372152,1562.52204746248,1726.62547910699,1896.02016271473,2114.09059968729,2276.69841042061,2456.10593585968,2616.74545240729,2631.74356495405,2845.84655316676,2953.24784377211,3085.51781113784,2399.49809124012,2468.43678989514,3903.8152066628,4080.04573853712,4676.07905086376,5053.33028494248,5002.15316981585,5509.56803417837,5859.381524313,6049.47158709846,6171.29512670907,6533.67091082712,6838.93674590634,7191.06970308651,7513.49798180543,7947.15933093481,8173.34469885261,7167.91497432809,8476.74963892506,10111.2457110261,10716.0133558903
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,2197.86736871808,2611.25327816774,2324.82912099247,1950.05965144113,1874.38196319142,1853.09186317058,1613.69689751592,1433.33209236293,1309.14336908737,1360.486974972,1458.3263462943,1589.75217357078,1657.85872039798,1701.159458991,2001.17815885333,2113.2636522054,2142.3286405069,2349.21868534704,2293.65582793553,1582.75860694668,1389.09792925024,1800.398364535,2069.8497675204,2328.0038829626,2600.36980794325,2925.11357288578,3261.51495806892,3497.70573403355,4217.44458448304,4076.23494804164,4546.57877452911,5183.62370033118,5666.21744687686,6141.98318144215,6436.76103650622,6002.1083111024,5941.23470878371,6256.68301935971,6316.46884119534,6203.72705079758,5450.43376119582,6036.4472741675,6476.64457530137,6533.35150400616
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,495.328535561011,493.013175895483,600.043052116351,653.935441189967,697.897933742092,780.510528244187,802.217969374844,765.60573087841,644.219632529034,712.914876046603,751.187490181277,637.897597341886,697.726040479516,758.829619215034,826.718967131504,937.543150130502,1031.48807810504,1170.8047978923,1239.35356227086,1297.57469006096,1398.85983078672,1327.09651832991,1144.53239841974,1056.93720896595,1016.25388395628,1133.10546057176,1332.33941000282,1586.47292057972,1941.89997269337,2212.21814788932,2509.77203417522,2645.6225349104,3059.13542779204,3088.8908340843,3196.86138078687,3370.38244716015,3331.61246134688,2439.96728439968,2531.20007864537,3017.25833578941,3571.5569065135,3886.7224983901,4295.40749561014,3512.58006529798
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,792.629461307538,755.565945722442,738.969574147634,747.673146142168,765.687100486197,779.281928543907,758.765652447861,781.111027786549,810.35269725594,829.512514644292,897.59298208612,961.778992029035,1047.04315726038,1186.34072499191,1348.90791173359,1552.13020783046,1653.63054885685,1749.50183461649,1858.37139425221,1904.87490234395,1977.84061443838,2051.15877420114,2106.73946874831,2197.48200095937,2273.95550275819,2434.32353117029,2651.43088765876,2814.58988893523,2964.172140237,2889.68588721937,3017.3073947577,3304.97418347889,3471.05126865498,3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719,3960.31389233069,4599.67878581609,5048.443972532,5344.21439437871
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,179.261123623496,123.69564857953,140.287918684868,131.976982359418,140.563176599027,164.17023662901,192.328245030543,225.055053607502,232.941809836098,196.83772994302,240.832676023286,229.551619475977,268.697482809106,261.511902762224,186.682399998879,252.975284209893,399.028143774189,730.448784937117,588.641608084861,948.229598488773,1527.05637771592,2031.41938636331,2395.84511947529,3146.51857534028,5337.61438929676,9502.85881614782,11140.1901650513,13776.9033327262,19849.7177669705,14398.770485777,14905.5145764646,18659.4160247571,18756.4250273225,17644.5943045414,16804.9249271976,9788.98380369718,8035.3076664385,8410.39797433692,8719.18687590562,7317.39002617962,6198.94251851904,7473.92606069296,8052.25652929933,7066.61659257734
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,248.341309436768,236.130124297588,260.312514902478,267.944681117364,306.322258244353,299.573125105612,320.965301476331,292.351055034934,295.19692403481,305.602761066102,286.297718854154,327.976010895557,401.374525156058,387.898531945005,420.528739757639,450.409713679088,459.178402670323,602.063223832873,504.972460176652,643.790042311239,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,2685.90889287357,2819.12612100926,3134.38975345407,3380.92630243199,3682.95230146695,4093.39247738765,4140.93660232167,4070.60902410208,4505.85833233188,5341.62894677002,7203.52303786646,8914.10355674451,10412.6443137966,12639.4000677296,16744.5844516343,18204.9664786762,14711.7352728223,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23165.8494786437,23581.656836882,23565.1759437969,27698.4793450267,28114.1431760201,29823.7496069016
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,200.672237482978,209.600945424975,212.288861719148,229.674943838257,211.675965228814,241.210374052919,243.499062999598,251.797171313953,251.195992572572,254.631217427332,260.64006157749,276.341800602704,206.777114111501,168.261062235098,127.665944200201,136.66803453385,147.625317870404,143.770041949804,126.919848584196,121.285604859401,122.961659681414,119.261857260772,110.460874721483,117.860164733528,134.542486332684,160.076791772058,191.75129245508,240.347971955032,320.861089711683,373.893958712145,335.438495270931,348.001348291465,458.550920793057,490.792478420391,557.534148360438,630.312619383054,705.617508543589,755.752644348666,758.29769449458,840.449601255171,918.652594077418,925.00069759158,1027.49863136325,1293.7780075976
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,11451.0684258191,10461.2138355745,10054.5126193302,10893.5755826788,9438.54801577864,10078.0533449333,14972.8171280411,19074.1360744953,20626.0132654074,18360.3990394801,20236.428925417,19424.3369969254,19838.5048000409,16874.1615610619,17192.8843355503,20577.6671574177,22419.1606928062,20985.7980311412,24623.743124955,24947.1235837634,23370.7737767844,25089.5926494304,27238.0255328878,31691.880082905,35940.9608625712,36440.3221972404,41762.6898536453,48365.735061209,51431.9730976048,47410.9556269077,48167.6675141519,51786.480991824,50157.0587890212,55560.1330274996,60126.1256426858,52726.6873782078,56833.9165410522,59328.2376643374,62576.8016380509,63203.7447848956,62234.9686802048,69108.2065823035,66979.2773224808,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,1865.73440804819,1870.37641419439,1763.8377398378,1619.22797673144,1657.84595270398,1568.70120044458,1737.36408905587,1560.65487483925,1452.18876036139,1530.54761689645,1713.18063054634,1763.28596386361,1947.50398617134,2073.1188458909,2308.70658374683,2486.98193011465,2672.43577032827,2597.92925559026,2031.02501340057,2351.72242912863,2015.85749571271,1964.13020427679,2157.07659613693,2680.27074880376,3124.60738926325,3406.47559239037,3483.59718493626,3793.09738500959,3928.92173857964,3184.68912291481,3469.14964254878,4160.72119311815,4359.79240035309,4586.95521117587,5305.06440743199,5105.18959221062,5368.43350276363,5825.19966886254,6073.39458217878,5927.72418996345,4815.68912941764,4656.0513619168,5356.16438036291,5868.1591677839
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,11223.937563528,10926.817966566,10938.122061411,10497.479996566,10833.8662886935,11398.1059531509,14951.0467852887,18571.0599253579,22047.7933222595,23973.2394840041,28364.6450765922,25484.7392935746,22319.059460246,17608.8123902264,20301.333085866,26271.5998141691,25783.4504878611,24691.8728133698,26009.2694886182,26186.1900105755,24345.9148217032,24967.7925153182,26997.7529897788,32927.6802919408,37772.1781110398,39054.8504423825,41222.6020004611,48476.3927287052,53772.7942390019,47481.4845364339,46505.3031791811,51148.9316365833,47708.0612784469,49892.2233632732,50327.2402902632,42801.9081167285,43814.0265056965,46412.1364777169,49987.6261584968,48629.8582283032,49169.7193388499,53504.6936483441,50734.7107480889,53755.9117362796
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,12738.5200524368,11116.86105785,10501.6091345216,9998.97521903088,9430.06964816743,9778.08530538681,13566.6607729285,16340.7259713299,17727.5108342779,17747.5815980944,21865.5552539348,21675.7060879719,23814.227367599,22380.331904695,23496.367675721,26889.4250554833,26870.2852380937,24226.8846867539,24971.5744885632,24678.3910613218,22416.425417915,22449.3396931175,24288.2700193508,29627.92426353,33797.1624418436,34768.1759037525,36470.2128399313,41557.6235648179,45515.9617533473,41737.7635518137,40676.0647913181,43846.4660764798,40870.8523645734,42602.7179652667,43068.5487241739,36652.9223052178,37062.5335723829,38781.0494870836,41557.8548588876,40494.8982936276,39179.7442596057,43671.3084099631,40886.2532680273,44460.8178457009
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,8071.44662576732,7310.84404829694,7088.88775513012,7172.51092486505,7237.47963418239,7720.95463305147,11509.2317194961,13603.736554698,13500.0315358702,13223.9447185531,15728.7187980697,15828.1454479968,16909.9756645405,15844.3751773127,16145.8691861118,18090.5880814039,17713.7231316132,15741.8091553654,16070.2999515168,15847.9302982406,14346.1862627122,14012.2429663032,15302.3518545028,18724.4915199154,20829.0657125084,21047.1929998618,21382.2357125753,23837.8175326459,25437.6685817517,23326.0875573006,21447.8582553167,21747.9888416729,19864.5356998373,20941.5173404574,21223.0754876891,18252.5142032094,18726.6394704764,19743.9590211525,20614.8943681731,20093.2085805567,19185.6977702906,20230.2410482554,18984.8510962405,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,5713.20735924889,5023.08366263535,4582.16384700194,4181.09245928052,4273.31283200107,3899.57378815751,3866.27688075118,3626.23096503261,4121.06580805912,4376.76118453643,6055.06024736607,5349.45201171297,5390.53678687714,4109.89879857863,3832.0932618843,4419.79033912655,4948.75287167196,4514.99408761768,3705.81808865207,3758.16193587765,3991.15715141003,3844.56134920847,3976.64679620587,4724.2547983061,5483.14457467164,6570.96326530919,6873.45398271021,8036.91995564327,9732.22653332604,7325.90951318545,8399.59734808121,10273.798444898,9348.51487640056,9250.08111462036,9255.36803467635,7090.45463394942,6722.19822269059,6975.69519191402,7694.90604516325,7523.8622784598,6680.08267035383,8635.79714374956,8820.34733809998,8420.10205701827
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,335.496503276745,294.499456763719,281.216225896016,268.298783298048,215.011287716755,263.711956533982,208.83145495391,238.795476878595,277.541572539526,284.196494061432,304.707688021131,637.091043135639,633.680511698679,646.268216787958,619.043946174633,632.771163695593,663.168901010703,610.199029670195,619.593039488998,583.404665571357,544.620961107601,464.639636150988,379.862417876486,310.957068377345,596.629286497506,618.959813461158,615.973928349442,725.092284883529,857.858239870456,772.124933818401,796.631829179134,705.47749534881,686.557557719746,647.385534561172,561.649634566263,611.67121911225,640.676265282984,632.001024153219,683.324632754874,722.875356284026,704.030462837221,762.963231653559,803.808655006479,843.765742570282
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,..,..,..,..,..,..,..,0.00242492519127131,0.00288595770466896,0.00292453313529857,1561.84922948771,1323.43514133874,765.36370165179,550.040007880477,519.857581188288,578.344609852583,689.05944138472,807.032285752352,851.515542450841,673.537782887275,749.908534993961,801.98383707929,853.526171868939,1010.03151630868,1305.04748557208,1642.78359414797,1996.02013272284,2635.36650276116,3324.7537205015,2822.68939668797,3281.72930937343,4119.66818307193,4530.69533409431,4712.00229382665,4830.33486170249,4086.6223465965,4143.40125686315,4418.75206546679,4804.0546040444,4741.2832715876,4300.85701291207,5083.60695484577,6729.84659930283,8120.36344318242
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,12138.3081034267,10209.0731153846,9913.73764159395,9864.3449403866,9313.16941243118,9429.56921688214,13461.8310034147,16677.51078816,17931.2823228876,17764.376445833,22303.9613266628,23357.757725073,26438.2303888417,25522.6295733618,27076.60675014,31658.3493789135,30485.8665482279,26964.0494672673,27289.0593603191,26734.9425369252,23694.7604830673,23628.3272122367,25197.2656001848,30310.3575963774,34106.6581224001,34520.2396492496,36353.8803343631,41640.0808695147,45612.7106221441,41650.3678297162,41572.4559481507,46705.8957963353,43855.8544658618,46298.9229177341,48023.8699845462,41103.2564363768,42136.1207907991,44652.5891722719,47939.2782884504,46805.1384334439,46749.4762280016,51426.7503654421,48717.9911402128,52745.7557064131
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,374.642735242711,345.734519761394,320.699411564957,312.479528454783,330.693958588397,329.950959959989,410.521613204969,354.615638407998,354.272046177514,348.90396490843,381.246419103802,416.776429091607,395.042635457696,358.631011592961,319.607440259183,370.688085003587,388.533280320829,377.240426025444,399.796201063895,402.471403180069,253.380293175761,263.170141384943,297.046970350611,357.847982643309,405.424901764719,477.601092763442,904.169527809899,1047.19942781651,1178.95587732926,1044.00498892672,1258.96419689048,1501.05917129856,1536.61963499859,2282.40750113579,1942.92184179852,1711.27132561453,1900.39769521465,1998.72279840363,2180.02971251463,2167.92527597794,2176.57621804239,2422.08591285021,2218.41475790993,2238.15802077213
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,5893.66189269128,5380.26761963211,5579.23461523759,5019.87877056877,4852.56566737719,4813.71120474694,5656.50533164528,6564.88442712193,7598.02800548468,7846.67812242278,9600.18523506603,10188.3697801238,11176.4584190614,10401.9830146096,11091.2838472779,12959.3242908115,13749.1151120679,13427.8325055002,13472.1376092623,13249.6633239242,12072.9293569196,12549.036894906,14177.5721592705,18518.3788387396,21995.477943746,22560.1472939077,24821.9367451879,28863.9732885018,32127.9831943287,29828.7560245271,26716.6488260274,25483.8825644931,21912.9982879517,21787.7877636035,21616.7100094908,18083.8779056547,17923.9668134716,18582.0893411631,19756.990456255,19143.8876174584,17617.2915057014,20310.6824798873,20867.2690861087,22990.0135680461
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,9483.10240585198,8544.09791016512,7813.65128212172,7988.17794662988,7198.7078081665,7760.83426370628,11271.3325735884,14554.3513669736,16397.9501938761,16813.7414501107,18326.9295023252,18315.3165631906,18768.8275325455,16797.3578218828,18124.0998075763,21665.8295173116,21422.4609853672,19145.614890096,20496.578783559,20170.322763798,19004.0038435698,19275.4339659556,20652.8417042443,27459.8753295461,32023.6820516137,32489.7277309899,35458.2542977474,39780.9441368721,44366.7858688175,44918.8413832155,43988.5280290494,47186.8759969388,45936.9562817724,47535.4883792376,50485.2244135291,44536.3549705377,48181.7453541266,50765.7494665372,54545.135857765,53309.2035905065,54693.0766804265,57116.295770722,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,1169.36731096224,1214.55040735218,1299.39285640293,1342.50946985773,1460.91379811621,1667.67872241077,1859.29175059313,2137.29330937315,2366.48601483528,2694.18328451002,2807.74544370817,3014.87488611328,3069.67977478666,3032.23146217871,3151.10216541779,3288.22331845588,3499.52734910673,3715.72059036649,4198.71556113552,4512.22461801644,4840.68406406257,4821.78499467448,4992.44140704535,5435.15180621121,5470.60331451653,6308.66504213503,6295.28117153806,6790.63408004111,7343.44526962639,6810.44031784436,6760.97488416081,6775.74927822931,6900.76507593244,7205.25476521885,7726.37826175954,8379.62184743156,8849.51353500776,9309.26129609568,9574.3102711372,9887.92074235834,8437.5367823125,9010.5127999358,9762.4147210397,10463.64593954
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20878.059583054,21844.110536463,23590.8880271213,25621.845162075,25735.5396994079,26686.8168217379,28277.432083776,29335.2776765099,30011.2185803948,30087.7155914011,31642.1462570316,32318.8908975541,33483.9414359299,34522.3779304433,35052.8079075238,35663.0250406273,35873.0836267919,37687.3991839833,34958.1341479989,36555.7601416726,40227.2753734558,..
